Skills,Data Engineer,Data Scientist,Data Analyst,ML Engineer,Software Engineer,Cloud Engineer,Bussiness Analyst
Node.js,147500,0,0,69000,0,267000,0
FastAPI,146000,0,0,0,0,0,0
Flask,121000,157500,0,0,0,0,0
Django,121000,157500,0,0,0,0,0
Ruby,120000,72900,0,0,79200,0,0
Drupal,113417,0,0,79200,0,0,0
Phoenix,97444,0,0,0,0,0,0
Express,79200,170500,111175,0,0,0,0
Symfony,64800,,0,0,0,0,0
Angular,43200,50400,0,0,64800,0,0
React,0,0,0,0,79200,0,0
ASP.NET,0,0,0,0,79200,0,0
